Size(N),Experiment Height(h),Log of Size,Sqrt of Size
89,11.6,4.472780997942346,9.359487165438072
90,11.5,4.463606621666305,9.316651759081692
91,10.4,4.513054897080286,9.549869109050658
92,11.1,4.470495282661489,9.348796714016196
93,11.3,4.519612297626445,9.581231653602787
94,10.9,4.530446639792155,9.633275663033837
95,11.6,4.532599493153256,9.643650760992955
96,12.0,4.560172820057356,9.777525249264253
97,10.9,4.551769409260976,9.736529155710468
98,11.2,4.551769409260976,9.736529155710468
99,11.4,4.564348191467836,9.797958971132712
100,11.2,4.613138355637268,10.039920318408907
101,11.0,4.632785353021065,10.13903348450926
102,11.2,4.574710978503383,9.848857801796104
103,11.0,4.65586330030361,10.256705123966467
104,11.2,4.678420647727684,10.373041983911952
105,11.4,4.661550519424199,10.285912696499032
106,10.7,4.609162207257629,10.019980039900279
107,11.7,4.678420647727684,10.373041983911952
108,11.4,4.695010889987881,10.459445491994305
109,11.0,4.707726774313183,10.526157893552615
110,10.9,4.718498871295094,10.583005244258363
111,10.4,4.6839813664123815,10.401922899156675
112,11.0,4.750135956238277,10.75174404457249
113,11.5,4.727387818712341,10.63014581273465
114,10.7,4.696837374513915,10.469001862641921
115,10.7,4.732683506287051,10.658330075579382
116,10.6,4.748404354073999,10.742439201596628
117,10.8,4.770684624465665,10.862780491200215
118,11.3,4.79081953287472,10.972693379476162
119,11.5,4.775756486563625,10.890362712049585
120,10.7,4.79081953287472,10.972693379476162
121,11.1,4.782479200958502,10.927030703718188
122,11.1,4.792479284293085,10.981803130633876
123,11.8,4.808927023502111,11.072488428533127
124,10.3,4.817050545023591,11.117553687749837
125,10.2,4.795790545596741,11.0
126,10.9,4.837867950107113,11.233877335986895
127,11.8,4.847331743138063,11.28716084761797
128,10.7,4.861361591348501,11.366617790706258
129,10.5,4.829912458665998,11.189280584559492
130,11.2,4.856706811803519,11.34019400186787
131,10.8,4.8721392168423305,11.428035701729321
132,11.1,4.893352133481524,11.549891774384728
133,11.7,4.86599480426999,11.392980294900891
134,11.7,4.902307417210627,11.60172400981854
135,10.9,4.906755163608864,11.627553482998906
136,11.4,4.921439715291784,11.713240371477058
137,11.3,4.924350925499243,11.730302638892145
138,11.3,4.921439715291784,11.713240371477058
139,11.1,4.894850261102546,11.55854662143991
140,11.1,4.95723451736914,11.924764148611073
141,11.2,4.941642422609304,11.832159566199232
142,11.1,4.954417614098027,11.907980517283358
143,11.2,4.931592086755803,11.77285012220915
144,11.6,4.9684234452869465,11.991663771137015
145,11.9,4.987707789452551,12.10784869413225
146,11.1,4.979488565099419,12.058192235986288
147,11.8,4.972587226458726,12.016655108639842
148,11.2,4.976733742420574,12.041594578792296
149,11.0,4.969813299576001,12.0
150,11.5,4.99991133073328,12.181953866272849
151,12.2,5.015954455573856,12.280065146407
152,11.9,5.005287687769661,12.214745187681975
153,11.5,5.02256386496153,12.320714265009151
154,11.5,5.025195445427586,12.336936410632909
155,11.3,5.042133961155627,12.441864811996632
156,11.9,5.047288611744291,12.47397290361014
157,12.5,5.066385309200747,12.593649193144932
158,12.5,5.072670685015709,12.633289357883005
159,12.5,5.056245805348308,12.529964086141668
160,12.2,5.073923033332174,12.641202474448386
161,11.9,5.108366782589591,12.860793132618221
162,12.1,5.085124146086995,12.712198865656562
163,12.1,5.122772794033106,12.953763931769021
164,12.1,5.090062427727577,12.743625857659193
165,12.5,5.073923033332174,12.641202474448386
166,11.6,5.111987788356544,12.884098726725126
167,11.8,5.120386158055375,12.938315191708694
168,11.8,5.138148614395216,13.053735097664577
169,12.1,5.168208681201016,13.251415018781957
170,12.3,5.1440000061636795,13.091982279242513
171,12.0,5.120386158055375,12.938315191708694
172,12.7,5.155601064346442,13.168143377105217
173,12.1,5.168208681201016,13.251415018781957
174,13.2,5.163642463221435,13.221195104830729
175,12.7,5.157905212831292,13.183322798141598
176,12.3,5.157905212831292,13.183322798141598
177,13.1,5.185148668442399,13.36413109783049
178,13.7,5.180659323079804,13.334166640626627
179,12.3,5.181783550292085,13.341664064126334
180,12.4,5.196284640982885,13.438749941865872
181,13.5,5.199601393608879,13.461054936371072
182,12.9,5.173887288169859,13.289093272304171
183,12.7,5.204006687076795,13.490737563232042
184,13.0,5.2235938203521,13.62350909274112
185,11.9,5.214935757608986,13.564659966250536
186,12.5,5.220355825078324,13.601470508735444
187,13.1,5.235377566774162,13.70401401050072
188,13.1,5.225746673713202,13.638181696985855
189,12.9,5.241747015059643,13.74772708486752
190,12.4,5.260615499364025,13.878040207464453
191,13.2,5.245970886175828,13.77679207943562
192,13.4,5.2428046566177775,13.754999091239519
193,13.8,5.251225759014186,13.813037319865606
194,13.2,5.24807615011129,13.79130160644745
195,13.5,5.261653382176445,13.885243966167826
196,13.5,5.286244785313768,14.057026712644463
197,13.2,5.284218442168535,14.042791745233567
198,13.2,5.306285536197214,14.198591479439079
199,12.9,5.276071757600717,13.98570698963767
200,13.6,5.308267697401205,14.212670403551895
201,13.9,5.296315363877364,14.127986409959489
202,13.4,5.2832037287379885,14.035668847618199
203,13.9,5.293304824724492,14.106735979665885
204,13.7,5.336576078665127,14.415269681833914
205,13.1,5.312220271717028,14.24078649513432
206,13.5,5.326904823399949,14.345731072343439
207,13.8,5.340418542566672,14.44299137990465
208,13.7,5.320078858329549,14.296852800529214
209,13.7,5.318119993844216,14.2828568570857
210,13.5,5.337538079701318,14.422205101855956
211,13.4,5.339459309879212,14.436065946094871
212,13.8,5.38081858805978,14.737706741552431
213,14.3,5.37989735354046,14.730919862656235
214,13.8,5.371567828287629,14.669696656713798
215,14.2,5.39906726964818,14.872793954062566
216,13.8,5.355642433167306,14.553350129781116
217,14.3,5.38541207339897,14.771594362153328
218,14.0,5.381738974687109,14.744490496453244
219,13.5,5.38541207339897,14.771594362153328
220,13.6,5.38357721049886,14.758048651498612
221,14.1,5.419649651715562,15.026643005009468
222,14.6,5.423186348593906,15.05323885414697
223,14.6,5.4116460518550396,14.966629547095765
224,14.6,5.4169888962655355,15.006665185843255
225,14.8,5.415211118019536,14.99333185119305
226,14.3,5.423186348593906,15.05323885414697
227,13.9,5.443283136798223,15.20526224699857
228,14.7,5.404477562376427,14.913081505845799
229,14.3,5.437209365414655,15.15915564930976
230,14.1,5.4258306868469965,15.073154945133417
231,15.0,5.445874930905651,15.224979474534605
232,14.8,5.430222437427975,15.106290080625355
233,14.9,5.445874930905651,15.224979474534605
234,14.4,5.429345628954441,15.0996688705415
235,14.9,5.460436216024472,15.336231610144651
236,13.7,5.464678903763262,15.368799562750501
237,14.2,5.4680601411351315,15.394804318340652
238,14.8,5.4638318050256105,15.362291495737216
239,14.6,5.461286194826176,15.342750731208534
240,13.9,5.481471909645883,15.498387012847498
241,14.5,5.457881936219375,15.316657598836633
242,15.1,5.488937726156687,15.556349186104045
243,14.5,5.483966713434666,15.517731793016658
244,14.3,5.454466049037968,15.290519938837921
245,14.2,5.4988062272974405,15.633297796690243
246,15.4,5.48728346606066,15.543487382180357
247,14.7,5.499624223253072,15.639693091617879
248,15.3,5.520660597691477,15.80506248010428
249,14.2,5.511814540810441,15.735310610216755
250,14.3,5.516649360865024,15.773395322504284
251,15.4,5.537334267018537,15.937377450509228
252,14.6,5.54907608489522,16.0312195418814
253,15.2,5.5302224235308195,15.880806024884253
254,14.7,5.529429087511423,15.874507866387544
255,15.3,5.557599964478119,16.099689437998485
256,15.8,5.545177444479562,16.0
257,14.9,5.515845179076611,15.767054258801801
258,15.2,5.536546555280287,15.931101656822104
259,14.7,5.537334267018537,15.937377450509228
260,14.2,5.556828061699537,16.09347693943108
261,14.8,5.538907831465967,15.949921629901509
262,15.5,5.585749407744609,16.327890249508663
263,14.3,5.561450566078405,16.13071604114337
264,15.7,5.569107571329599,16.192590898309017
265,15.1,5.60138054103812,16.45600194457937
266,14.8,5.573673789309181,16.229602582934678
267,15.6,5.596197263976263,16.413409152275463
268,15.8,5.610935924289849,16.53481176185565
269,15.7,5.60138054103812,16.45600194457937
270,15.2,5.610935924289849,16.53481176185565
271,15.2,5.5819914176022785,16.29723902997069
272,15.2,5.618950539139504,16.601204775557708
273,15.4,5.591732970847578,16.376812876747415
274,16.8,5.613857767128214,16.558985476169727
275,14.8,5.5991624255260986,16.437761404765553
276,15.2,5.642616039418714,16.798809481626964
277,16.5,5.616043560348194,16.57709262808168
278,15.6,5.61458689585173,16.565023392678924
279,16.4,5.608738925969307,16.516658257650064
280,15.2,5.644739934022418,16.816658407662327
281,16.2,5.660178837174069,16.946976131451887
282,16.3,5.643324505619087,16.804761230080004
283,16.1,5.660178837174069,16.946976131451887
284,15.5,5.664348405410794,16.982343772283023
285,15.5,5.651787179537821,16.87601848778319
286,16.2,5.65669086712235,16.91744661584602
287,15.7,5.660178837174069,16.946976131451887
288,16.4,5.671259282950641,17.041126723312633
289,15.3,5.6910349018336985,17.210461934532727
290,14.9,5.644739934022418,16.816658407662327
291,16.3,5.679489782087156,17.11139970896595
292,16.1,5.645446897643238,16.822603841260722
293,16.0,5.673323267171493,17.05872210923198
294,16.1,5.667809814197383,17.01176063786462
295,16.3,5.674696893761104,17.070442290696512
296,16.6,5.6910349018336985,17.210461934532727
297,16.0,5.705114919889979,17.332051234634633
298,16.4,5.694405312843604,17.23948955160796
299,15.5,5.680172609017068,17.11724276862369
300,16.0,5.711750644305378,17.389652095427326
301,15.9,5.708438286192395,17.360875553957523
302,16.2,5.697093486505405,17.26267650163207
303,15.9,5.726196069493101,17.515707236649053
304,16.3,5.705780477318874,17.337819932159867
305,15.7,5.725543966437714,17.509997144488633
306,15.9,5.721622392784532,17.475697410976192
307,15.7,5.712411801354255,17.395401691251628
308,16.4,5.697093486505405,17.26267650163207
309,16.6,5.730748922886015,17.555625878902752
310,16.3,5.740435792304236,17.640861656959956
311,16.9,5.724891437866436,17.504285189632853
312,16.1,5.750029725821521,17.725687574816384
313,16.6,5.740435792304236,17.640861656959956
314,16.0,5.735926927982768,17.60113632695344
315,16.7,5.749392985908253,17.72004514666935
316,15.9,5.74748032992192,17.703107071923842
317,16.7,5.779508185184337,17.988885457415087
318,16.0,5.748755840298932,17.714400921284355
319,16.1,5.777032936395794,17.966635745180564
320,16.8,5.76456394691606,17.854971296532515
321,16.8,5.783209608287523,18.022208521710095
322,16.2,5.760792729372981,17.82133552795637
323,16.9,5.79727281774354,18.149380154705007
324,16.6,5.753841674528938,17.759504497592268
325,16.7,5.802118375377063,18.193405398660254
326,16.3,5.790571604728592,18.088670487352022
327,16.4,5.793623178655991,18.11629101113139
328,15.9,5.783825182329737,18.027756377319946
329,16.6,5.792403666309729,18.10524785801067
330,16.6,5.788123623089952,18.066543665017942
331,15.6,5.793013608384144,18.110770276274835
332,16.6,5.809342970316694,18.259244234085923
333,16.0,5.8224540043737,18.379336223052235
334,16.7,5.796665468802915,18.143869488066763
335,16.9,5.799092654460526,18.16590212458495
336,17.1,5.817706220974515,18.335757415498275
337,16.4,5.815919974593051,18.31938863608718
338,16.9,5.842964538789538,18.568791021496256
339,16.7,5.835395361458093,18.498648599289623
340,17.5,5.824228627732068,18.39565166010707
